,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,dataset,level_1,datetime,par1,par1_type,par2,par2_type,alkalinity,dic,opt_k_bisulfate,opt_k_carbonic,opt_k_fluoride,opt_total_borate,opt_gas_constant,opt_pH_scale,salinity,temperature,pressure,total_ammonia,total_borate,total_calcium,total_fluoride,total_phosphate,total_silicate,total_sulfate,total_sulfide,peng_correction,gas_constant,total_alpha,total_beta,pressure_atmosphere,pressure_atmosphere_out,pH,pCO2,fCO2,bicarbonate,carbonate,aqueous_CO2,xCO2,alkalinity_borate,hydroxide,alkalinity_phosphate,alkalinity_silicate,alkalinity_ammonia,alkalinity_sulfide,hydrogen_free,revelle_factor,saturation_calcite,saturation_aragonite,pH_total,pH_sws,pH_free,pH_nbs,gamma_dic,beta_dic,omega_dic,gamma_alk,beta_alk,omega_alk,isocapnic_quotient,isocapnic_quotient_approx,psi,substrate_inhibitor_ratio,alkalinity_alpha,alkalinity_beta,HCO3,CO3,CO2,BOH4,BOH3,OH,Hfree,H3PO4,H2PO4,HPO4,PO4,H3SiO4,H4SiO4,NH3,NH4,HS,H2S,HSO4,SO4,HF,F,alpha,alphaH,beta,betaH,k_CO2,k_carbonic_1,k_carbonic_2,k_water,k_borate,k_bisulfate,k_fluoride,k_phosphoric_1,k_phosphoric_2,k_phosphoric_3,k_silicate,k_ammonia,k_sulfide,k_calcite,k_aragonite,fugacity_factor,vp_factor,fH,k_alpha,k_beta,longitude,latitude,total_nitrate,distance_to_shore,datenum,dayofyear,month,year,pH_total_spectro_out,oxygen,normalized_DIC,salinityeffect_DIC,normalized_TA,salinityeffect_TA,sc_dic,ms_dic,dic_corrected,dic_correctd_final,predicted_alkalinity,predicted_pCO2_air,predicted_fCO2_sea
23,23,23,23,23,23,RWSnmean,17,2019-06-30,2386.5875,1.0,2163.8625,2.0,2386.5875,2163.8625,1.0,4.0,1.0,1.0,3.0,1.0,32.9725,14.723125,0.0,0.0,391.6190928571429,9688.79927032193,64.36782140356256,0.22375,2.315,26599.79576987801,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.06973192407021,400.1785408708294,398.7300284934926,1984.015407998791,164.6434786518964,15.203613349312404,406.8330102620317,70.34660003708747,2.632840770165211,0.2438539061931302,0.0705903804819409,0.0,0.0,0.0072316265091434,11.810223670456256,3.976916916320773,2.542194739508969,8.06973192407021,8.061272484633001,8.143931452141839,8.187331259162335,0.0001836493038623,0.0002147317429221,-0.0002586383851364,-0.0002147317429221,-0.0002296971356857,0.0002469449817185,1.1686188473053194,1.181074776748316,0.7117384602507806,0.27746584680715,0.0,0.0,1984.015407998791,164.6434786518964,15.203613349312397,70.34660003708747,321.2724928200554,2.632840770165211,0.0072316265091434,7.374598291022762e-10,0.0020054228073514,0.1996352459797873,0.0221093304754013,0.0705903804819409,2.2444096195180587,0.0,0.0,0.0,0.0,0.0013499041973893,26599.794419973816,0.000168865805191,64.36765253775738,0.0,0.0,0.0,0.0,0.0382261144840788,1.1224259505604084e-06,7.04577063390777e-10,2.2359431964416148e-14,1.856452464052696e-09,0.1429830707431813,0.0027587337426601,0.0244932664485544,8.779653287994983e-07,9.550731111598647e-10,2.6763821021685755e-10,2.5128037917218853e-10,2.113644967746371e-07,4.012957994922441e-07,6.277071744049546e-07,0.9963758615499894,0.9837493465009408,0.748096547508614,1e-07,1e-07,4.23663125,52.74633125,2.8925,27.67907871864629,18077.0,181,6,2019,8.073717011645655,,2167.4668946713277,-3.6043946713271,2390.415527837111,-3.828027837110767,2138.6828616863554,28.784032984972328,2140.4385,2169.0840329849725,2366.56007407669,404.513070061185,345.0455091839703
24,24,24,24,24,24,RWSnmean,18,2019-07-31,2374.485294117647,1.0,2129.188235294117,2.0,2374.485294117647,2129.188235294117,1.0,4.0,1.0,1.0,3.0,1.0,32.91764705882353,17.749411764705883,0.0,0.0,390.9675966386555,9672.6810161269,64.26073931026946,0.1088235294117647,1.4323529411764704,26555.544438232813,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.070568279750525,395.52554254091865,394.1457078847866,1935.0446690896467,180.36674512850328,13.776821075967732,403.4985721188692,74.99645577029632,3.547412483888663,0.1207234766301478,0.0512648089886339,0.0,0.0,0.007065999833345,11.12732083299041,4.373056607428088,2.813749279594164,8.070568279750525,8.061792668195185,8.153185750394936,8.194328970239598,0.0001916432111707,0.0002271999996019,-0.0002791095297255,-0.0002271999996019,-0.0002450790080461,0.000266057453166,1.1849741083704532,1.2047747156329829,0.6880436360992706,0.2766788952582878,0.0,0.0,1935.0446690896467,180.36674512850328,13.77682107596774,74.99645577029632,315.9711408683592,3.547412483888663,0.007065999833345,3.16134512200901e-10,0.0008820870561707,0.0951594071326365,0.0127820349068229,0.0512648089886339,1.3810881321878363,0.0,0.0,0.0,0.0,0.0014811685660438,26555.54295706425,0.0001746004106514,64.26056470985881,0.0,0.0,0.0,0.0,0.0349727638446271,1.2014492742072176e-06,7.898629849886884e-10,2.997590494600204e-14,2.018556822498524e-09,0.1270633326259056,0.0026031606432815,0.0243430300344709,9.2954744259158e-07,1.1198576915090543e-09,3.0421073194932527e-10,3.23098966233893e-10,2.3768237111774885e-07,3.995719880593208e-07,6.208774951976862e-07,0.9965111249639116,0.980251285161304,0.7370359786696536,1e-07,1e-07,4.477914705882353,53.04068529411765,0.5458823529411765,19.447892692911523,18108.0,212,7,2019,8.0732224507635,,2131.504707879384,-2.316472585266638,2376.879417897682,-2.394123780034988,2153.941759195971,-22.437051316586803,2140.454,2117.8629486834134,2366.551060619817,399.669758575348,332.72812230278873
25,25,25,25,25,25,RWSnmean,19,2019-08-31,2365.6208333333334,1.0,2146.0875,2.0,2365.620833333333,2146.0875,1.0,4.0,1.0,1.0,3.0,1.0,33.510416666666664,18.99708333333333,0.0,0.0,398.008005952381,9846.863311795702,65.4179244873445,0.2179166666666666,2.8633333333333333,27033.74750161041,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,7.9932558299531715,484.48867144205246,482.8245024406058,1966.347360947624,163.50554763404818,16.234591418327593,495.02879575986486,68.57076071776267,3.3749978288742457,0.2384952827355939,0.0885673397581009,0.0,0.0,0.0083760304967122,11.731098283796827,3.951115601091331,2.5540333353288385,7.9932558299531715,7.984297862744871,8.080185959927219,8.118881568239827,0.0001835080139064,0.0002146476547537,-0.0002587183827506,-0.0002146476547537,-0.0002295383310419,0.0002467051374682,1.1687637450732142,1.181457870160571,0.7115928843034224,0.2379125339125847,0.0,0.0,1966.347360947624,163.50554763404818,16.23459141832757,68.57076071776267,329.4372452346183,3.3749978288742457,0.0083760304967122,9.058943281214779e-10,0.0020941723749312,0.1931497031301938,0.0226727902556472,0.0885673397581009,2.774765993575232,0.0,0.0,0.0,0.0,0.001854807832921,27033.74564680259,0.0002132131882771,65.41771127415622,0.0,0.0,0.0,0.0,0.0336159277524811,1.2420019989627802e-06,8.396757318331964e-10,3.3951373435973523e-14,2.106049571439472e-09,0.1221311047885738,0.0025696774128173,0.0243947764594572,9.597192919689285e-07,1.194039052247081e-09,3.212407524657444e-10,3.5505955151080364e-10,2.4939709633082825e-07,4.078051017640694e-07,6.308682649048544e-07,0.9965655128903964,0.9786958822638246,0.733546731918624,1e-07,1e-07,4.204916666666667,52.939,1.02625,34.90928682925421,18139.0,243,8,2019,8.00022966522508,,2163.3522733589875,-17.26477335898744,2383.999225455013,-18.378392121680008,2140.8083836768174,22.54388968217017,2140.4695,2162.8438896821704,2366.648464754967,394.2651864995084,328.66452450209533
26,26,26,26,26,26,RWSnmean,20,2019-09-30,2360.657142857143,1.0,2136.5285714285715,2.0,2360.657142857143,2136.5285714285715,1.0,4.0,1.0,1.0,3.0,1.0,33.55357142857143,18.050714285714285,0.0,0.0,398.5205612244898,9859.54411627379,65.50216978287862,0.3607142857142857,3.774285714285714,27068.56159981845,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.017732062423876,449.965805425784,448.4018595616352,1955.470104903836,165.57547385201264,15.482992672722569,459.1666468266386,70.28786267092673,3.2450619506785707,0.3946415820646599,0.1183510713040829,0.0,0.0,0.0079335734282443,11.587714895184243,3.994485379604839,2.5758664773666893,8.017732062423876,8.008869861026579,8.10184403125604,8.141346724468308,0.000184636200221,0.0002163960865378,-0.0002614396886578,-0.0002163960865378,-0.0002316679551801,0.0002492820096653,1.1716074930668106,1.1846414918485568,0.7072236478482437,0.2479003867851847,0.0,0.0,1955.470104903836,165.57547385201264,15.482992672722622,70.28786267092673,328.2326985535631,3.2450619506785707,0.0079335734282443,1.3223769224947383e-09,0.0033062875618707,0.3201744102730393,0.0372335865569987,0.1183510713040829,3.6559346429816313,0.0,0.0,0.0,0.0,0.0016949269138415,27068.55990489154,0.0001985253504756,65.50197125752814,0.0,0.0,0.0,0.0,0.0345159843005297,1.2170439443579022e-06,8.113214458377978e-10,3.1028745692844744e-14,2.0529463549194244e-09,0.1266587519713477,0.0026168477122949,0.0244524830319906,9.436236581350428e-07,1.1337130899656715e-09,3.0893279483895877e-10,3.281313363110579e-10,2.406983045241327e-07,4.08967939877276e-07,6.341038291882244e-07,0.9965249175963584,0.979944412215718,0.7371051611135053,1e-07,1e-07,3.9472785714285714,52.56209285714285,0.65,43.70831559474164,18169.0,273,9,2019,8.023215195411748,,2155.070437782816,-18.54186635424412,2380.28256198886,-19.62541913171708,2138.43751682656,16.632920956256385,2140.4845,2156.932920956257,2366.6555559624194,395.30075731282784,332.87611471124575
27,27,27,27,27,27,RWSnmean,25,2020-02-29,2364.56,1.0,2216.83,2.0,2364.56,2216.83,1.0,4.0,1.0,1.0,3.0,1.0,32.439,7.679,0.0,0.0,385.2826371428572,9532.03304359612,63.32634039002703,0.599,14.587,26169.40708102428,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.017690620561714,446.80314705950286,445.0291774500788,2080.713324211065,114.618435401347,21.498240387587703,451.38148052422576,52.57036274067188,1.146539664428594,0.6286820055184325,0.2740114332823627,0.0,0.0,0.0084548404308134,14.554915024022128,2.767015586636977,1.744332828696486,8.017690620561714,8.010061240419853,8.073905616115226,8.122400781320327,0.0001530836936835,0.0001715507112776,-0.0001951905848625,-0.0001715507112776,-0.0001788821761173,0.0001868918390685,1.119703077148596,1.1174578566307705,0.7865142896728188,0.2467823262992237,0.0,0.0,2080.713324211065,114.618435401347,21.49824038758772,52.57036274067188,332.7122744021853,1.146539664428594,0.0084548404308134,2.917303840054677e-09,0.0072935750875796,0.5547308355544966,0.0369755864406197,0.2740114332823627,14.312988566717635,0.0,0.0,0.0,0.0,0.001165772162337,26169.40591525211,0.0001702450674049,63.32617014495962,0.0,0.0,0.0,0.0,0.048191372978892,9.363161589207264e-07,5.2765973758718e-10,1.0929866822943974e-14,1.5030971858025907e-09,0.1891478305954907,0.0031347207345661,0.0245206617090866,7.476361316414063e-07,6.47008385813527e-10,1.9423019161972048e-10,1.3907342654560807e-10,1.564636700752112e-07,3.947699901905061e-07,6.26252477204806e-07,0.9960319542231868,0.9898264792391348,0.7720961338858849,1e-07,1e-07,3.70112,52.00757,30.528,21.43611421167744,18321.0,60,2,2020,8.026899444681131,,2207.446555310259,9.383444689740829,2353.6515929623374,10.908407037662528,2190.1632847538635,17.283270556395564,2140.5605,2157.583270556396,2366.472409146817,414.4842092334991,450.1433606983325
28,28,28,28,28,28,RWSnmean,26,2020-03-31,2346.86875,1.0,2183.775,2.0,2346.86875,2183.775,1.0,4.0,1.0,1.0,3.0,1.0,32.59875,7.886875,0.0,0.0,387.18001071428574,9578.974758159284,63.638199044033215,0.47875,9.435625,26298.28166967354,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.052536259349486,407.3332227882469,405.7218877313267,2040.9114338453949,123.46634694714646,19.397219207458587,411.589914136408,57.07081090180264,1.2688543357253736,0.5049524883405477,0.1890752056698342,0.0,0.0,0.0078231501208486,13.875351721683716,2.9788134834406024,1.878756006826261,8.052536259349486,8.044872361212411,8.109188319324048,8.157266421352166,0.0001583269715699,0.0001790956778888,-0.0002062783096729,-0.0001790956778888,-0.0001877927747331,0.0001974105072599,1.1300246938928984,1.1296153216047136,0.7702868791927407,0.2632482422537915,0.0,0.0,2040.9114338453949,123.46634694714646,19.397219207458544,57.07081090180264,330.1091998124831,1.2688543357253736,0.0078231501208486,2.097319869811596e-09,0.0054738365441542,0.4415998322791842,0.0316763290793417,0.1890752056698342,9.246549794330166,0.0,0.0,0.0,0.0,0.0010890821961882,26298.280580591345,0.0001584389090326,63.63804060512418,0.0,0.0,0.0,0.0,0.0477911109875673,9.423954055776176e-07,5.333769381919211e-10,1.1166229644470902e-14,1.514406224741004e-09,0.1887193986587894,0.0031331986006671,0.0245361218272034,7.518901711440397e-07,6.524747180344994e-10,1.962000328628108e-10,1.4157765048028303e-10,1.5794414868924146e-07,3.970554874295041e-07,6.295135386864009e-07,0.9960426656490148,0.9896792729461124,0.7720270573355328,1e-07,1e-07,3.88194375,52.86004375,23.9225,53.50085632110021,18352.0,91,3,2020,8.067188025432994,,2178.0215460393383,5.753453960661773,2340.327154913283,6.54159508671728,2177.948302824374,0.07324321496435,2140.576,2140.3732432149645,2366.4986593296608,414.5572193605413,419.2618896500604
29,29,29,29,29,29,RWSnmean,28,2020-05-31,2402.5875,1.0,2119.16875,2.0,2402.5875,2119.16875,1.0,4.0,1.0,1.0,3.0,1.0,32.61375,10.951875,0.0,0.0,387.35816785714286,9583.38243088822,63.6674815467568,0.17625,1.253125,26310.382570016194,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.234561519313779,266.63968144897154,265.62590514705465,1903.1504949560288,204.5569379830218,11.461317060948668,270.0802018171672,87.30382944128885,2.779932039229028,0.1951583999115126,0.0503879670759747,0.0,0.0,0.005235097518755,10.779476981593968,4.947215805747247,3.1354299700853785,8.234561519313779,8.226548717678535,8.298609465015899,8.345200825747193,0.0001995735627083,0.0002419401156053,-0.0003100851378792,-0.0002419401156053,-0.0002653992690544,0.0002948353102936,1.2056897852313635,1.2451759151062505,0.6617653092822052,0.3936719622103266,0.0,0.0,1903.1504949560288,204.5569379830218,11.461317060948634,87.30382944128885,300.05433841585403,2.779932039229028,0.005235097518755,3.3999454516862647e-10,0.0012332984874437,0.1548750020936161,0.0201416990789454,0.0503879670759747,1.2027370329240252,0.0,0.0,0.0,0.0,0.0008307935533002,26310.38173922264,0.0001128785064346,63.66736866825036,0.0,0.0,0.0,0.0,0.0431517114929255,1.0204303171289135e-06,6.02683132090881e-10,1.5310236572142742e-14,1.658010016416424e-09,0.1659722976675811,0.0029501120125583,0.0245211415561105,8.066608979724192e-07,7.783040863821636e-10,2.2612806995528518e-10,1.8421379868056816e-10,1.807521407790766e-07,3.9685178301205473e-07,6.259340797646254e-07,0.9961965877633738,0.9872924442453754,0.7609870415849359,1e-07,1e-07,4.23663125,52.74633125,5.03625,27.67907871864629,18413.0,152,5,2020,8.206839954797028,,2113.3637572804,5.80499271960025,2396.8425307375064,5.744969262493669,2107.9821762432803,5.381581037119759,2140.6065,2145.68158103712,2366.501124135561,410.3926494274053,365.2700569598104
30,30,30,30,30,30,RWSnmean,29,2020-06-30,2382.8233333333333,1.0,2134.003333333333,2.0,2382.8233333333333,2134.003333333333,1.0,4.0,1.0,1.0,3.0,1.0,32.85033333333333,14.694333333333333,0.0,0.0,390.1681019047619,9652.90122465182,64.12933168693603,0.1203333333333333,1.201,26501.240659309504,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.123134951672359,345.18108591204543,343.92988543947314,1939.143862546024,181.67693360827693,13.18253717903261,350.925452352769,77.15625520365334,3.004424554263306,0.1321554551550328,0.0405043979868447,0.0,0.0,0.0063987878864734,11.147805363751138,4.395271644326823,2.8090140243863337,8.123134951672359,8.11469155639176,8.197155043941935,8.240801112651559,0.0001920553632046,0.0002279472385641,-0.0002805662670737,-0.0002279472385641,-0.000246123564853,0.000267511261116,1.18590546296876,1.2061245647384589,0.6868923823499086,0.3069742201556015,0.0,0.0,1939.143862546024,181.67693360827693,13.18253717903261,77.15625520365334,313.0118467011086,3.004424554263306,0.0063987878864734,3.289028779017933e-10,0.0009863419120828,0.1065385267007595,0.012808464391588,0.0405043979868447,1.1604956020131554,0.0,0.0,0.0,0.0,0.0011882856771816,26501.23947102383,0.0001489667394091,64.12918272019662,0.0,0.0,0.0,0.0,0.0383695754671666,1.1201076034920182e-06,7.022773457998406e-10,2.248015799517493e-14,1.852488788543069e-09,0.1435660520620757,0.0027574550025323,0.0244579388543898,8.752124603815011e-07,9.558766911147255e-10,2.6754538211490356e-10,2.5323749633648487e-10,2.112787741578943e-07,3.994722406497037e-07,6.250670918878e-07,0.996373302797022,0.9836899110017748,0.7480529330109341,1.0000000000000001e-07,1.0000000000000001e-07,4.344416666666667,53.12563,2.688,32.042807315419445,18443.0,182,6,2020,8.130463623420468,,2134.545402354853,-0.5420690215200921,2383.381459231648,-0.5581258983147563,2139.350638977936,-4.805236623082692,2140.6215,2135.494763376917,2366.539999601964,406.5499918933832,346.4764576222208
31,31,31,31,31,31,RWSnmean,30,2020-07-31,2394.0066666666667,1.0,2145.37,2.0,2394.0066666666667,2145.37,1.0,4.0,1.0,1.0,3.0,1.0,32.942,17.33833333333333,0.0,0.0,391.25684,9679.83700243976,64.30828031469127,0.205,1.2706666666666666,26575.190605847947,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.079820392799435,388.7553386913091,387.3924201326357,1948.8881256068005,182.78535667045537,13.69651772274442,396.379481145818,75.81112595450784,3.474925614164768,0.2270995360266309,0.0432051206721649,0.0,0.0,0.0069293611148828,11.11650062974666,4.42699933134307,2.846151771376444,8.079820392799435,8.071084994710267,8.161284823753236,8.20272765742471,0.0001933227312259,0.0002293671707777,-0.0002821105159255,-0.0002293671707777,-0.0002475637834619,0.0002689449950229,1.1858426314142307,1.20626613314724,0.6868375022423954,0.2835721679082638,0.0,0.0,1948.8881256068005,182.78535667045537,13.696517722744431,75.81112595450784,315.4457140454922,3.474925614164768,0.0069293611148828,5.63055564278269e-10,0.0016296838023616,0.1796410946794791,0.0237292209551036,0.0432051206721649,1.2274615459945015,0.0,0.0,0.0,0.0,0.0014292970893362,26575.18917655085,0.0001698482113783,64.3081104664799,0.0,0.0,0.0,0.0,0.0353686607052366,1.1909554965946595e-06,7.779335068799301e-10,2.875108507826098e-14,1.996213274397008e-09,0.1289835440588054,0.0026237153798123,0.0243728318271978,9.230475579147248e-07,1.0957225955016738e-09,2.9897206960533747e-10,3.1155238420625227e-10,2.339746685322385e-07,4.000762975353897e-07,6.222180384158066e-07,0.9964934221035802,0.980787646660112,0.7385422596224217,1.0000000000000001e-07,1.0000000000000001e-07,4.529766666666666,52.925646666666665,1.3713333333333333,13.017540713386394,18474.0,213,7,2020,8.083058481170804,,2148.2703658068103,-2.900365806810441,2396.994718745808,-2.988052079141198,2153.9195163400427,-5.649150533232387,2140.637,2134.650849466768,2366.5550623046915,401.6886962542425,334.3506131119221
32,32,32,32,32,32,RWSnmean,31,2020-08-31,2369.473913043478,1.0,2132.365217391304,2.0,2369.473913043478,2132.365217391304,1.0,4.0,1.0,1.0,3.0,1.0,33.27695652173913,19.07,0.0,0.0,395.23516645962735,9778.26225085634,64.96217133203187,0.3582608695652174,2.5417391304347823,26845.40897176044,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.027776843397461,443.55562907384814,442.03096809267726,1942.2200818186984,175.21744770371174,14.927687868894598,453.2710506328229,72.60874880986617,3.748956830984468,0.3941327745293672,0.0767690230728437,0.0,0.0,0.0077605994921921,11.341249726244486,4.246548121780528,2.7449113917819847,8.027776843397461,8.018833827670022,8.114738450422287,8.153808550966314,0.0001890826299152,0.0002234614077403,-0.0002735234322047,-0.0002234614077403,-0.0002405641911329,0.0002606167461265,1.18008621737925,1.1984937507386977,0.6955067486841984,0.255236421483227,0.0,0.0,1942.2200818186984,175.21744770371174,14.927687868894608,72.60874880986617,322.62641764976115,3.748956830984468,0.0077605994921921,1.3616828798355007e-09,0.0032901227096436,0.3158087150967316,0.0391620303971592,0.0767690230728437,2.464970107361939,0.0,0.0,0.0,0.0,0.0017139943103558,26845.407257766128,0.0001970272936846,64.96197430473819,0.0,0.0,0.0,0.0,0.0336797043316916,1.2410183903045076e-06,8.38461713092426e-10,3.4503910562419936e-14,2.105115494087343e-09,0.1219610957163852,0.0025587106087945,0.0243327118016273,9.570998299355649e-07,1.2036010654824615e-09,3.224294649145785e-10,3.6184354036059167e-10,2.5022869577269666e-07,4.042058424233101e-07,6.254813166424965e-07,0.9965671254287636,0.97845159512355,0.7329370264699532,1e-07,1e-07,4.130520833333333,53.005775,0.6534782608695653,40.73024661407401,18505.0,244,8,2020,8.034318660345644,,2143.9730743297087,-11.60785693840444,2381.582373352999,-12.10846030952098,2140.676882966957,3.2961913627518697,2140.6525,2143.596191362752,2366.610102492112,396.27533264197046,330.4928253780558
33,33,33,33,33,33,RWSnmean,32,2020-09-30,2335.78,1.0,2096.0,2.0,2335.78,2096.0,1.0,4.0,1.0,1.0,3.0,1.0,33.51866666666667,18.546,0.0,0.0,398.1059923809525,9849.287531796615,65.43402986384247,0.2333333333333333,2.252,27040.40299679888,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.046686425055821,417.0473785346797,415.60875867287615,1906.0123959657367,175.85624817113245,14.131355863130278,425.9123028100457,74.05194219292402,3.6953122560733376,0.2420082299403624,0.0751213455432043,0.0,0.0,0.007463142006717,11.169148357398267,4.261552436731935,2.749569660656769,8.046686425055821,8.037795356634774,8.132293859611963,8.172229772598076,0.0001884245981172,0.0002233307373382,-0.0002744848649146,-0.0002233307373382,-0.0002408191966005,0.0002613825633613,1.183883256114859,1.2032801590551785,0.6899671534153191,0.2609539232052834,0.0,0.0,1906.0123959657367,175.85624817113245,14.13135586313021,74.05194219292402,318.9152063785046,3.6953122560733376,0.007463142006717,7.97658342393327e-10,0.001974419865304,0.1940429279360543,0.0239826514009832,0.0751213455432043,2.348878654456796,0.0,0.0,0.0,0.0,0.0016251121163532,26691.35762402532,0.0001880783601759,64.58920426247752,0.0,0.0,0.0,0.0,0.0340443835024699,1.230055835805869e-06,8.25845730658628e-10,3.2535195303138464e-14,2.080410652553933e-09,0.12422377856717,0.002591470499488,0.0244219281444393,9.520427301803064e-07,1.1659425566015231e-09,3.1534686392792744e-10,3.4210762499779886e-10,2.452516187107337e-07,4.0813397825853713e-07,6.320623776111701e-07,0.9965462062210456,0.9792954552853552,0.7352075825772417,1e-07,1e-07,4.0706,52.69361875,0.784,38.45774174178417,18535.0,274,9,2020,8.049435006405185,,2114.499278785684,-18.49927878568405,2354.989936366869,-19.209936366868988,2138.4691387306084,-23.969859944923883,2140.6675,2116.3301400550763,2366.6498203982123,397.5877877233134,334.9034723216486
34,34,34,34,34,34,RWSnmean,33,2020-10-31,2341.442857142857,1.0,2150.228571428572,2.0,2341.442857142857,2150.228571428572,1.0,4.0,1.0,1.0,3.0,1.0,33.245714285714286,14.690714285714284,0.0,0.0,394.8640979591837,9769.081880741827,64.90118127459931,0.6328571428571428,5.68,26820.205026119216,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.005380175818024,460.03793963066056,458.369635698064,1989.8263965038764,142.8744051641659,17.527769760529008,467.6012356623573,62.777905150809474,2.273567365511911,0.6804788140398738,0.1457792623832659,0.0,0.0,0.0083307758329836,12.590167775386677,3.443049367018141,2.2024568433868983,8.005380175818024,7.996901156094045,8.079749079242228,8.122585083934508,0.0001710388358528,0.0001967507369487,-0.000231627074741,-0.0001967507369487,-0.0002082826177439,0.000221264793043,1.149997441243677,1.1549783136053793,0.7392879140618083,0.2391419848155453,0.0,0.0,1989.8263965038764,142.8744051641659,17.527769760528987,62.777905150809474,332.0861928083742,2.273567365511911,0.0083307758329836,2.72859589111782e-09,0.0066036539407262,0.5720281556071717,0.0542253305806489,0.1457792623832659,5.534220737616734,0.0,0.0,0.0,0.0,0.0015546815629601,26820.203471437653,0.0001948246998721,64.90098644989943,0.0,0.0,0.0,0.0,0.0382019614170391,1.1247651022577988e-06,7.091272510066518e-10,2.239856011995464e-14,1.8623108927494222e-09,0.1435985329062266,0.002772651965456,0.0245467021750266,8.810558575839017e-07,9.512665543733036e-10,2.6767540239376224e-10,2.497121639215351e-10,2.1122202525602738e-07,4.054195490154129e-07,6.337707009065524e-07,0.9963745835349568,0.983802625249581,0.7487197947346036,1e-07,1e-07,3.9472785714285714,52.56209285714285,5.200714285714286,43.70831559474164,18566.0,305,10,2020,8.012021057828877,,2160.812233034182,-10.583661605609905,2353.0669196087183,-11.624062465861243,2163.076411516068,-2.264178481887029,2140.683,2138.035821518113,2366.604968755598,403.2861916848025,347.5737025640769
35,35,35,35,35,35,RWSnmean,34,2020-11-30,2331.8928571428573,1.0,2159.1857142857143,2.0,2331.8928571428573,2159.1857142857143,1.0,4.0,1.0,1.0,3.0,1.0,33.76714285714286,12.089285714285714,0.0,0.0,401.0571795918368,9922.300980366732,65.91909684546683,0.5278571428571428,6.627142857142857,27240.85537136387,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,7.997789245875262,464.2141855069687,462.4741088997819,2010.095713661516,129.9680316307179,19.12196899348078,470.6415169073921,59.41626615516716,1.7455546365843826,0.5607563610053916,0.1487669529129766,0.0,0.0,0.008617537661722,13.227404757824374,3.118362351532093,1.9866884149943635,7.997789245875262,7.989551186514338,8.065551107052512,8.108938098229256,0.0001635860263264,0.0001861992157382,-0.0002161378608863,-0.0001861992157382,-0.0001958337572082,0.0002065361241726,1.1377850556513736,1.138767053917025,0.7579912017754439,0.2339250879577495,0.0,0.0,2010.095713661516,129.9680316307179,19.121968993480788,59.41626615516716,341.6409134366696,1.7455546365843826,0.008617537661722,2.479381366691873e-09,0.0059306894485334,0.4830965383736831,0.0388299125555449,0.1487669529129766,6.47837590422988,0.0,0.0,0.0,0.0,0.0014536233272513,27240.85391774054,0.0001927247751624,65.91890412069166,0.0,0.0,0.0,0.0,0.0413104002432467,1.061856662872398e-06,6.48895093425284e-10,1.7475520934348008e-14,1.7407566770680707e-09,0.1613925997650891,0.0029444787784776,0.0247057447419794,8.401390817555079e-07,8.23194938556508e-10,2.3950863767936126e-10,2.0068325926416747e-10,1.9023159572421258e-07,4.134858394535735e-07,6.490717926581186e-07,0.9962521963533444,0.9863318147839044,0.7596564346186999,1e-07,1e-07,3.9472785714285714,52.56209285714285,8.962142857142856,43.70831559474164,18596.0,335,11,2020,7.99588994737636,,2182.417093027175,-23.231378741460503,2357.9461938185395,-26.053336675682203,2175.916771448677,6.500321578497733,2140.698,2146.800321578498,2366.690650103579,408.20768068506896,366.861701622628
